Customer ID,Recency,Frequency,Monetary,City,R_Score,F_Score,M_Score,RFM_Score,Cluster,Segment_Name
13542.0,372,17,4006.17,Tanger,3,4,4,344,0,Clients Réguliers
13543.0,629,2,1439.6100000000001,Casablanca,4,2,3,423,0,Clients Réguliers
13544.0,35,6,829.0,Marrakech,2,3,2,232,2,Clients à Risque / Perdus
13545.0,386,2,374.64,Fès,4,2,2,422,0,Clients Réguliers
13546.0,7,5,1092.14,Tanger,1,3,3,133,2,Clients à Risque / Perdus
13547.0,403,1,175.53,Tétouan,4,1,1,411,0,Clients Réguliers
13548.0,91,3,908.99,Marrakech,2,2,3,223,2,Clients à Risque / Perdus
13549.0,21,8,1005.8,Casablanca,1,4,3,143,2,Clients à Risque / Perdus
13550.0,378,1,349.51,Casablanca,4,1,2,412,0,Clients Réguliers
13551.0,314,2,244.2,Rabat,3,2,1,321,0,Clients Réguliers
13552.0,61,22,6978.92,Casablanca,2,4,4,244,2,Clients à Risque / Perdus
13553.0,670,1,517.8,Fès,4,1,2,412,0,Clients Réguliers
13554.0,375,7,1638.28,Marrakech,3,4,3,343,0,Clients Réguliers
13555.0,69,13,8999.19,Fès,2,4,4,244,2,Clients à Risque / Perdus
13556.0,424,2,200.82,Fès,4,2,1,421,0,Clients Réguliers
13557.0,23,13,3032.26,Rabat,1,4,4,144,2,Clients à Risque / Perdus
13558.0,1,4,605.06,Tanger,1,3,2,132,2,Clients à Risque / Perdus
13559.0,508,2,990.0,Rabat,4,2,3,423,0,Clients Réguliers
13560.0,3,1,174.37,Marrakech,1,1,1,111,2,Clients à Risque / Perdus
13561.0,211,11,1820.72,Agadir,3,4,3,343,2,Clients à Risque / Perdus
13562.0,77,8,4838.18,Oujda,2,4,4,244,2,Clients à Risque / Perdus
13563.0,79,2,777.53,Casablanca,2,2,2,222,2,Clients à Risque / Perdus
13564.0,139,37,17249.55,Oujda,3,4,4,344,2,Clients à Risque / Perdus
13565.0,14,3,414.8,Marrakech,1,2,2,122,2,Clients à Risque / Perdus
13566.0,36,5,1708.1200000000001,Tanger,2,3,3,233,2,Clients à Risque / Perdus
13567.0,424,4,1083.69,Marrakech,4,3,3,433,0,Clients Réguliers
13568.0,168,1,192.85,Casablanca,3,1,1,311,2,Clients à Risque / Perdus
13569.0,13,4,893.78,Agadir,1,3,3,133,2,Clients à Risque / Perdus
13570.0,238,1,239.49,Meknès,3,1,1,311,2,Clients à Risque / Perdus
13571.0,8,26,4546.54,Casablanca,1,4,4,144,2,Clients à Risque / Perdus
13572.0,201,1,1384.25,Casablanca,3,1,3,313,2,Clients à Risque / Perdus
13573.0,45,6,916.47,Casablanca,2,3,3,233,2,Clients à Risque / Perdus
13574.0,406,1,421.25,Casablanca,4,1,2,412,0,Clients Réguliers
13575.0,19,5,732.0699999999999,Meknès,1,3,2,132,2,Clients à Risque / Perdus
13576.0,5,28,11551.74,Marrakech,1,4,4,144,2,Clients à Risque / Perdus
13577.0,20,11,3489.28,Meknès,1,4,4,144,2,Clients à Risque / Perdus
13578.0,404,1,147.66,Rabat,4,1,1,411,0,Clients Réguliers
13579.0,10,5,1539.04,Marrakech,1,3,3,133,2,Clients à Risque / Perdus
13580.0,401,1,107.75,Marrakech,4,1,1,411,0,Clients Réguliers
13581.0,304,2,280.53000000000003,Oujda,3,2,1,321,0,Clients Réguliers
13582.0,385,2,241.68,Oujda,4,2,1,421,0,Clients Réguliers
13583.0,151,2,1445.031,Rabat,3,2,3,323,2,Clients à Risque / Perdus
13584.0,302,3,392.45,Casablanca,3,2,2,322,0,Clients Réguliers
13585.0,526,3,684.54,Casablanca,4,2,2,422,0,Clients Réguliers
13586.0,536,1,131.53,Marrakech,4,1,1,411,0,Clients Réguliers
13587.0,59,4,1673.5,Casablanca,2,3,3,233,2,Clients à Risque / Perdus
13588.0,11,9,2478.95,Agadir,1,4,4,144,2,Clients à Risque / Perdus
13589.0,10,6,1120.74,Tanger,1,3,3,133,2,Clients à Risque / Perdus
13590.0,7,18,6349.59,Marrakech,1,4,4,144,2,Clients à Risque / Perdus
13591.0,60,7,2093.94,Agadir,2,4,3,243,2,Clients à Risque / Perdus
13592.0,31,4,247.95999999999998,Marrakech,2,3,1,231,2,Clients à Risque / Perdus
13593.0,103,14,5523.6900000000005,Meknès,3,4,4,344,2,Clients à Risque / Perdus
13594.0,48,2,533.32,Casablanca,2,2,2,222,2,Clients à Risque / Perdus
13595.0,512,3,818.22,Casablanca,4,2,2,422,0,Clients Réguliers
13596.0,1,2,697.04,Fès,1,2,2,122,2,Clients à Risque / Perdus
13597.0,395,2,396.71,Oujda,4,2,2,422,0,Clients Réguliers
13598.0,42,5,789.59,Tanger,2,3,2,232,2,Clients à Risque / Perdus
13599.0,4,32,10052.17,Tanger,1,4,4,144,2,Clients à Risque / Perdus
13600.0,307,2,518.42,Rabat,3,2,2,322,0,Clients Réguliers
13601.0,40,4,1185.14,Rabat,2,3,3,233,2,Clients à Risque / Perdus
13602.0,60,4,1025.17,Casablanca,2,3,3,233,2,Clients à Risque / Perdus
13603.0,21,1,164.34,Rabat,1,1,1,111,2,Clients à Risque / Perdus
13604.0,654,1,717.62,Rabat,4,1,2,412,0,Clients Réguliers
13605.0,382,2,522.67,Kenitra,4,2,2,422,0,Clients Réguliers
13606.0,24,3,280.53999999999996,Casablanca,1,2,1,121,2,Clients à Risque / Perdus
13607.0,35,2,1078.31,Marrakech,2,2,3,223,2,Clients à Risque / Perdus
13608.0,536,1,236.2,Meknès,4,1,1,411,0,Clients Réguliers
13609.0,588,1,167.35,Tétouan,4,1,1,411,0,Clients Réguliers
13610.0,7,14,2175.88,Tétouan,1,4,3,143,2,Clients à Risque / Perdus
13611.0,84,10,3319.53,Fès,2,4,4,244,2,Clients à Risque / Perdus
13612.0,628,1,818.29,Fès,4,1,2,412,0,Clients Réguliers
13613.0,448,5,1039.8500000000001,Marrakech,4,3,3,433,0,Clients Réguliers
13614.0,19,6,2359.19,Casablanca,1,3,4,134,2,Clients à Risque / Perdus
13615.0,314,8,6272.53,Marrakech,3,4,4,344,0,Clients Réguliers
13616.0,564,2,288.1,Casablanca,4,2,1,421,0,Clients Réguliers
13617.0,35,8,1278.75,Tanger,2,4,3,243,2,Clients à Risque / Perdus
13618.0,169,1,177.34,Casablanca,3,1,1,311,2,Clients à Risque / Perdus
13619.0,540,2,231.69,Casablanca,4,2,1,421,0,Clients Réguliers
13620.0,523,1,112.34,Agadir,4,1,1,411,0,Clients Réguliers
13621.0,112,1,213.85,Marrakech,3,1,1,311,2,Clients à Risque / Perdus
13622.0,691,1,658.95,Agadir,4,1,2,412,0,Clients Réguliers
13623.0,26,10,2566.49,Rabat,1,4,4,144,2,Clients à Risque / Perdus
13624.0,383,1,462.08,Rabat,4,1,2,412,0,Clients Réguliers
13625.0,592,1,301.26,Kenitra,4,1,1,411,0,Clients Réguliers
13626.0,248,2,707.04,Casablanca,3,2,2,322,2,Clients à Risque / Perdus
13627.0,54,7,2245.9,Casablanca,2,4,3,243,2,Clients à Risque / Perdus
13628.0,671,1,310.14,Casablanca,4,1,1,411,0,Clients Réguliers
13629.0,18,19,13370.86,Tanger,1,4,4,144,2,Clients à Risque / Perdus
13630.0,71,6,1799.78,Rabat,2,3,3,233,2,Clients à Risque / Perdus
13631.0,95,11,3070.42,Marrakech,2,4,4,244,2,Clients à Risque / Perdus
13632.0,20,8,3648.15,Marrakech,1,4,4,144,2,Clients à Risque / Perdus
13634.0,28,16,5073.47,Fès,2,4,4,244,2,Clients à Risque / Perdus
13635.0,63,4,2999.16,Marrakech,2,3,4,234,2,Clients à Risque / Perdus
13636.0,32,5,949.12,Oujda,2,3,3,233,2,Clients à Risque / Perdus
13637.0,47,3,810.5,Casablanca,2,2,2,222,2,Clients à Risque / Perdus
13638.0,11,1,122.64,Fès,1,1,1,111,2,Clients à Risque / Perdus
13639.0,69,2,1346.27,Marrakech,2,2,3,223,2,Clients à Risque / Perdus
13640.0,606,1,405.0,Casablanca,4,1,2,412,0,Clients Réguliers
13641.0,636,5,1016.47,Tanger,4,3,3,433,0,Clients Réguliers
13642.0,211,4,514.72,Rabat,3,3,2,332,2,Clients à Risque / Perdus
13643.0,26,10,2156.77,Meknès,1,4,3,143,2,Clients à Risque / Perdus
13644.0,11,4,2624.26,Tanger,1,3,4,134,2,Clients à Risque / Perdus
13645.0,115,1,252.1,Casablanca,3,1,1,311,2,Clients à Risque / Perdus
13646.0,395,2,326.25,Rabat,4,2,1,421,0,Clients Réguliers
13647.0,5,8,3071.68,Kenitra,1,4,4,144,2,Clients à Risque / Perdus
13648.0,395,8,1764.02,Casablanca,4,4,3,443,0,Clients Réguliers
13649.0,252,6,1678.88,Rabat,3,3,3,333,2,Clients à Risque / Perdus
13650.0,12,10,3288.0,Marrakech,1,4,4,144,2,Clients à Risque / Perdus
13651.0,30,3,226.85,Rabat,2,2,1,221,2,Clients à Risque / Perdus
13652.0,41,5,2570.85,Marrakech,2,3,4,234,2,Clients à Risque / Perdus
13653.0,483,1,152.2,Kenitra,4,1,1,411,0,Clients Réguliers
13654.0,38,11,6308.0,Casablanca,2,4,4,244,2,Clients à Risque / Perdus
13655.0,109,6,2280.51,Rabat,3,3,3,333,2,Clients à Risque / Perdus
13656.0,160,4,1078.85,Casablanca,3,3,3,333,2,Clients à Risque / Perdus
13657.0,6,2,382.14,Casablanca,1,2,2,122,2,Clients à Risque / Perdus
13658.0,5,9,6025.5,Casablanca,1,4,4,144,2,Clients à Risque / Perdus
13659.0,201,12,4894.88,Tétouan,3,4,4,344,2,Clients à Risque / Perdus
13660.0,395,1,314.59,Marrakech,4,1,1,411,0,Clients Réguliers
13661.0,598,1,325.24,Oujda,4,1,1,411,0,Clients Réguliers
13662.0,81,11,2250.11,Casablanca,2,4,3,243,2,Clients à Risque / Perdus
13663.0,174,5,2047.51,Oujda,3,3,3,333,2,Clients à Risque / Perdus
13665.0,382,3,1711.6599999999999,Tanger,4,2,3,423,0,Clients Réguliers
13666.0,55,5,127.89999999999999,Casablanca,2,3,1,231,2,Clients à Risque / Perdus
13667.0,144,1,305.02,Rabat,3,1,1,311,2,Clients à Risque / Perdus
13668.0,6,34,12756.92,Marrakech,1,4,4,144,2,Clients à Risque / Perdus
13669.0,46,3,413.55,Rabat,2,2,2,222,2,Clients à Risque / Perdus
13670.0,70,1,349.7,Rabat,2,1,2,212,2,Clients à Risque / Perdus
13671.0,390,1,194.95,Casablanca,4,1,1,411,0,Clients Réguliers
13672.0,296,3,419.92,Casablanca,3,2,2,322,0,Clients Réguliers
13673.0,14,2,396.92,Tanger,1,2,2,122,2,Clients à Risque / Perdus
13674.0,428,1,240.68,Kenitra,4,1,1,411,0,Clients Réguliers
13675.0,147,2,486.82000000000005,Agadir,3,2,2,322,2,Clients à Risque / Perdus
13676.0,534,2,243.9,Rabat,4,2,1,421,0,Clients Réguliers
13677.0,400,2,556.1899999999999,Kenitra,4,2,2,422,0,Clients Réguliers
13678.0,147,1,232.6,Kenitra,3,1,1,311,2,Clients à Risque / Perdus
13679.0,489,3,281.26,Fès,4,2,1,421,0,Clients Réguliers
13680.0,34,11,10797.29,Casablanca,2,4,4,244,2,Clients à Risque / Perdus
13681.0,13,4,827.83,Rabat,1,3,2,132,2,Clients à Risque / Perdus
13682.0,182,1,59.5,Tanger,3,1,1,311,2,Clients à Risque / Perdus
13683.0,453,1,258.6,Rabat,4,1,1,411,0,Clients Réguliers
13684.0,281,4,596.98,Casablanca,3,3,2,332,0,Clients Réguliers
13685.0,41,3,1934.45,Rabat,2,2,3,223,2,Clients à Risque / Perdus
13686.0,178,3,409.04,Agadir,3,2,2,322,2,Clients à Risque / Perdus
13687.0,433,1,11880.84,El Jadida,4,1,4,414,0,Clients Réguliers
13688.0,630,1,375.5,Casablanca,4,1,2,412,0,Clients Réguliers
13689.0,58,2,1259.5,Casablanca,2,2,3,223,2,Clients à Risque / Perdus
13690.0,54,1,172.25,Marrakech,2,1,1,211,2,Clients à Risque / Perdus
13691.0,391,1,212.78,El Jadida,4,1,1,411,0,Clients Réguliers
13692.0,20,5,3114.4,El Jadida,1,3,4,134,2,Clients à Risque / Perdus
13693.0,369,9,2011.82,Tanger,3,4,3,343,0,Clients Réguliers
13694.0,21,140,193351.65,Marrakech,1,4,4,144,1,VIP / Champions
13695.0,26,16,2770.73,Marrakech,1,4,4,144,2,Clients à Risque / Perdus
13696.0,417,3,2020.4,Marrakech,4,2,3,423,0,Clients Réguliers
13697.0,34,1,151.29999999999998,Fès,2,1,1,211,2,Clients à Risque / Perdus
13698.0,592,2,465.53000000000003,Rabat,4,2,2,422,0,Clients Réguliers
13699.0,150,2,764.15,Rabat,3,2,2,322,2,Clients à Risque / Perdus
13700.0,22,13,2613.46,Casablanca,1,4,4,144,2,Clients à Risque / Perdus
13701.0,442,1,161.0,Casablanca,4,1,1,411,0,Clients Réguliers
13702.0,441,1,135.18,Casablanca,4,1,1,411,0,Clients Réguliers
13703.0,314,2,425.56,Kenitra,3,2,2,322,0,Clients Réguliers
13704.0,17,8,2143.38,Casablanca,1,4,3,143,2,Clients à Risque / Perdus
13705.0,3,7,2035.33,Tanger,1,4,3,143,2,Clients à Risque / Perdus
13706.0,298,2,631.17,Marrakech,3,2,2,322,0,Clients Réguliers
13707.0,262,5,3365.86,Casablanca,3,3,4,334,2,Clients à Risque / Perdus
13708.0,266,1,296.88,Marrakech,3,1,1,311,0,Clients Réguliers
13709.0,32,16,7063.4400000000005,Casablanca,2,4,4,244,2,Clients à Risque / Perdus
13710.0,27,3,509.52,Kenitra,2,2,2,222,2,Clients à Risque / Perdus
13711.0,214,9,1792.26,Tanger,3,4,3,343,2,Clients à Risque / Perdus
13712.0,242,2,766.42,Marrakech,3,2,2,322,2,Clients à Risque / Perdus
13713.0,403,3,743.26,Marrakech,4,2,2,422,0,Clients Réguliers
13714.0,460,1,161.35,Tétouan,4,1,1,411,0,Clients Réguliers
13715.0,276,17,8483.29,Oujda,3,4,4,344,2,Clients à Risque / Perdus
13716.0,264,1,138.28,Tanger,3,1,1,311,0,Clients Réguliers
13717.0,27,8,1763.3,Rabat,2,4,3,243,2,Clients à Risque / Perdus
13718.0,241,2,306.55,Tanger,3,2,1,321,2,Clients à Risque / Perdus
13719.0,10,11,2815.25,Fès,1,4,4,144,2,Clients à Risque / Perdus
13720.0,112,4,799.9,Tanger,3,3,2,332,2,Clients à Risque / Perdus
13721.0,31,2,741.54,Casablanca,2,2,2,222,2,Clients à Risque / Perdus
13722.0,127,10,5635.41,Marrakech,3,4,4,344,2,Clients à Risque / Perdus
13723.0,212,6,1209.2,Tanger,3,3,3,333,2,Clients à Risque / Perdus
13724.0,632,1,213.01,Marrakech,4,1,1,411,0,Clients Réguliers
13725.0,45,8,1980.56,Marrakech,2,4,3,243,2,Clients à Risque / Perdus
13726.0,34,2,1079.6599999999999,Meknès,2,2,3,223,2,Clients à Risque / Perdus
13727.0,24,8,1080.05,Marrakech,1,4,3,143,2,Clients à Risque / Perdus
13728.0,32,16,2855.17,Tanger,2,4,4,244,2,Clients à Risque / Perdus
13729.0,431,3,724.73,Casablanca,4,2,2,422,0,Clients Réguliers
13730.0,131,2,752.6,Casablanca,3,2,2,322,2,Clients à Risque / Perdus
13731.0,214,2,610.59,Rabat,3,2,2,322,2,Clients à Risque / Perdus
13732.0,23,1,491.86,Agadir,1,1,2,112,2,Clients à Risque / Perdus
13733.0,406,2,487.03000000000003,Casablanca,4,2,2,422,0,Clients Réguliers
13734.0,504,4,6701.640000000001,Casablanca,4,3,4,434,0,Clients Réguliers
13735.0,20,13,9813.22,Agadir,1,4,4,144,2,Clients à Risque / Perdus
13736.0,256,6,2391.84,El Jadida,3,3,4,334,2,Clients à Risque / Perdus
13737.0,195,1,339.59999999999997,Fès,3,1,1,311,2,Clients à Risque / Perdus
13738.0,391,1,440.93,Tanger,4,1,2,412,0,Clients Réguliers
13739.0,13,2,292.2,Casablanca,1,2,1,121,2,Clients à Risque / Perdus
13740.0,236,5,1597.77,Rabat,3,3,3,333,2,Clients à Risque / Perdus
13741.0,67,3,668.4300000000001,Marrakech,2,2,2,222,2,Clients à Risque / Perdus
13742.0,12,12,3131.02,Rabat,1,4,4,144,2,Clients à Risque / Perdus
13743.0,84,6,1065.84,Rabat,2,3,3,233,2,Clients à Risque / Perdus
13744.0,90,2,1156.36,Casablanca,2,2,3,223,2,Clients à Risque / Perdus
13745.0,157,2,777.36,Marrakech,3,2,2,322,2,Clients à Risque / Perdus
13746.0,409,1,176.69,Tanger,4,1,1,411,0,Clients Réguliers
13747.0,369,2,249.39999999999998,Casablanca,3,2,1,321,0,Clients Réguliers
13748.0,91,9,2268.35,Casablanca,2,4,3,243,2,Clients à Risque / Perdus
13750.0,49,11,3602.1800000000003,Casablanca,2,4,4,244,2,Clients à Risque / Perdus
13751.0,283,1,296.25,Casablanca,3,1,1,311,0,Clients Réguliers
13752.0,119,7,1590.73,Rabat,3,4,3,343,2,Clients à Risque / Perdus
13753.0,283,4,2094.57,Marrakech,3,3,3,333,0,Clients Réguliers
13754.0,147,3,447.05,Rabat,3,2,2,322,2,Clients à Risque / Perdus
13755.0,4,8,2004.45,Agadir,1,4,3,143,2,Clients à Risque / Perdus
13756.0,18,21,8361.1,Casablanca,1,4,4,144,2,Clients à Risque / Perdus
13757.0,670,1,195.55,Tanger,4,1,1,411,0,Clients Réguliers
13758.0,7,15,9416.98,Casablanca,1,4,4,144,2,Clients à Risque / Perdus
13759.0,28,2,659.4100000000001,Tanger,2,2,2,222,2,Clients à Risque / Perdus
13760.0,49,5,1363.6399999999999,Casablanca,2,3,3,233,2,Clients à Risque / Perdus
13761.0,45,6,1952.17,Meknès,2,3,3,233,2,Clients à Risque / Perdus
13762.0,214,5,2472.48,Rabat,3,3,4,334,2,Clients à Risque / Perdus
13763.0,58,3,5217.4400000000005,Marrakech,2,2,4,224,2,Clients à Risque / Perdus
13764.0,66,6,2953.26,Casablanca,2,3,4,234,2,Clients à Risque / Perdus
13765.0,648,1,352.821,Kenitra,4,1,2,412,0,Clients Réguliers
13766.0,490,1,190.35,Rabat,4,1,1,411,0,Clients Réguliers
13767.0,21,72,34654.55,Rabat,1,4,4,144,1,VIP / Champions
13768.0,722,2,875.97,Tanger,4,2,2,422,0,Clients Réguliers
13769.0,32,19,5482.5,Casablanca,2,4,4,244,2,Clients à Risque / Perdus
13770.0,417,4,785.37,Tanger,4,3,2,432,0,Clients Réguliers
13771.0,59,9,5728.82,Fès,2,4,4,244,2,Clients à Risque / Perdus
13772.0,29,8,3114.22,Casablanca,2,4,4,244,2,Clients à Risque / Perdus
13773.0,392,2,301.54,Rabat,4,2,1,421,0,Clients Réguliers
13774.0,77,1,345.0,Fès,2,1,2,212,2,Clients à Risque / Perdus
13775.0,586,1,1049.66,Marrakech,4,1,3,413,0,Clients Réguliers
13776.0,423,2,623.98,Marrakech,4,2,2,422,0,Clients Réguliers
13777.0,4,59,56213.18,Rabat,1,4,4,144,1,VIP / Champions
13778.0,98,4,1124.49,Tanger,2,3,3,233,2,Clients à Risque / Perdus
13779.0,511,1,161.13,Tanger,4,1,1,411,0,Clients Réguliers
13780.0,2,3,735.82,Rabat,1,2,2,122,2,Clients à Risque / Perdus
13781.0,246,3,778.83,Casablanca,3,2,2,322,2,Clients à Risque / Perdus
13782.0,8,13,1793.72,Marrakech,1,4,3,143,2,Clients à Risque / Perdus
13783.0,483,4,1542.09,Fès,4,3,3,433,0,Clients Réguliers
13784.0,5,14,2910.23,Rabat,1,4,4,144,2,Clients à Risque / Perdus
13785.0,424,4,542.49,Tétouan,4,3,2,432,0,Clients Réguliers
13786.0,362,6,3358.94,Kenitra,3,3,4,334,0,Clients Réguliers
13787.0,71,6,1222.5,Tanger,2,3,3,233,2,Clients à Risque / Perdus
13788.0,500,1,3.75,Fès,4,1,1,411,0,Clients Réguliers
13789.0,383,1,239.45999999999998,Rabat,4,1,1,411,0,Clients Réguliers
13791.0,123,2,1516.0,Casablanca,3,2,3,323,2,Clients à Risque / Perdus
13792.0,61,3,383.95,Marrakech,2,2,2,222,2,Clients à Risque / Perdus
13793.0,642,1,96.0,Marrakech,4,1,1,411,0,Clients Réguliers
13794.0,542,1,126.03,Fès,4,1,1,411,0,Clients Réguliers
13795.0,383,4,836.3,Fès,4,3,2,432,0,Clients Réguliers
13796.0,494,1,289.7,Tanger,4,1,1,411,0,Clients Réguliers
13797.0,432,3,1179.45,Rabat,4,2,3,423,0,Clients Réguliers
13798.0,3,108,74672.43,Rabat,1,4,4,144,1,VIP / Champions
13799.0,112,9,2803.57,Casablanca,3,4,4,344,2,Clients à Risque / Perdus
13800.0,305,3,1679.56,Casablanca,3,2,3,323,0,Clients Réguliers
13801.0,62,1,324.8,Casablanca,2,1,1,211,2,Clients à Risque / Perdus
13802.0,134,19,26259.11,Agadir,3,4,4,344,2,Clients à Risque / Perdus
13803.0,251,3,1338.91,Rabat,3,2,3,323,2,Clients à Risque / Perdus
13804.0,26,9,3208.52,Casablanca,1,4,4,144,2,Clients à Risque / Perdus
13805.0,47,2,924.6,Tanger,2,2,3,223,2,Clients à Risque / Perdus
13806.0,59,1,256.38,Tanger,2,1,1,211,2,Clients à Risque / Perdus
13807.0,362,3,534.8,Tétouan,3,2,2,322,0,Clients Réguliers
13808.0,1,5,1747.66,Casablanca,1,3,3,133,2,Clients à Risque / Perdus
13809.0,301,3,679.7,Rabat,3,2,2,322,0,Clients Réguliers
13810.0,24,3,1499.01,El Jadida,1,2,3,123,2,Clients à Risque / Perdus
13811.0,179,3,814.5,Oujda,3,2,2,322,2,Clients à Risque / Perdus
13812.0,37,3,539.0,Agadir,2,2,2,222,2,Clients à Risque / Perdus
13813.0,35,8,2765.47,Rabat,2,4,4,244,2,Clients à Risque / Perdus
13814.0,87,3,2257.32,Casablanca,2,2,3,223,2,Clients à Risque / Perdus
13815.0,17,8,7475.74,Tanger,1,4,4,144,2,Clients à Risque / Perdus
13816.0,19,2,571.6700000000001,Casablanca,1,2,2,122,2,Clients à Risque / Perdus
13817.0,24,2,382.98,Fès,1,2,2,122,2,Clients à Risque / Perdus
13818.0,425,1,61.28,Rabat,4,1,1,411,0,Clients Réguliers
13819.0,297,6,2642.35,Fès,3,3,4,334,0,Clients Réguliers
13820.0,413,3,660.65,Oujda,4,2,2,422,0,Clients Réguliers
13821.0,140,6,1410.73,Marrakech,3,3,3,333,2,Clients à Risque / Perdus
13822.0,1,2,632.0,Rabat,1,2,2,122,2,Clients à Risque / Perdus
13823.0,14,7,3403.4500000000003,Fès,1,4,4,144,2,Clients à Risque / Perdus
13824.0,28,12,3314.76,Casablanca,2,4,4,244,2,Clients à Risque / Perdus
13825.0,617,2,255.59,Rabat,4,2,1,421,0,Clients Réguliers
13826.0,171,1,189.5,Casablanca,3,1,1,311,2,Clients à Risque / Perdus
13827.0,53,3,412.05,Rabat,2,2,2,222,2,Clients à Risque / Perdus
13828.0,17,1,209.49,Marrakech,1,1,1,111,2,Clients à Risque / Perdus
13829.0,416,1,102.0,Rabat,4,1,1,411,0,Clients Réguliers
13830.0,577,1,156.85000000000002,Marrakech,4,1,1,411,0,Clients Réguliers
13831.0,11,18,7023.58,Marrakech,1,4,4,144,2,Clients à Risque / Perdus
13832.0,14,2,613.6899999999999,Marrakech,1,2,2,122,2,Clients à Risque / Perdus
13833.0,154,2,701.36,Meknès,3,2,2,322,2,Clients à Risque / Perdus
13834.0,572,2,324.19,Tétouan,4,2,1,421,0,Clients Réguliers
13835.0,20,7,1095.27,Tanger,1,4,3,143,2,Clients à Risque / Perdus
13836.0,394,2,620.37,Meknès,4,2,2,422,0,Clients Réguliers
13837.0,207,2,271.24,Rabat,3,2,1,321,2,Clients à Risque / Perdus
13838.0,1,10,1966.09,Casablanca,1,4,3,143,2,Clients à Risque / Perdus
13839.0,481,1,139.95000000000002,Rabat,4,1,1,411,0,Clients Réguliers
13840.0,411,1,651.4,Marrakech,4,1,2,412,0,Clients Réguliers
13841.0,248,1,85.0,Rabat,3,1,1,311,2,Clients à Risque / Perdus
13842.0,54,18,5629.91,Rabat,2,4,4,244,2,Clients à Risque / Perdus
13843.0,376,1,319.75,Meknès,3,1,1,311,0,Clients Réguliers
13844.0,6,1,361.62,Rabat,1,1,2,112,2,Clients à Risque / Perdus
13845.0,60,1,312.98,Casablanca,2,1,1,211,2,Clients à Risque / Perdus
13846.0,20,4,1307.79,Agadir,1,3,3,133,2,Clients à Risque / Perdus
13847.0,715,1,310.72,Rabat,4,1,1,411,0,Clients Réguliers
13848.0,88,8,3335.0,Casablanca,2,4,4,244,2,Clients à Risque / Perdus
13849.0,47,5,3469.3,Meknès,2,3,4,234,2,Clients à Risque / Perdus
13850.0,124,1,1595.48,Casablanca,3,1,3,313,2,Clients à Risque / Perdus
13851.0,91,8,4606.46,Marrakech,2,4,4,244,2,Clients à Risque / Perdus
13852.0,606,1,187.35000000000002,Agadir,4,1,1,411,0,Clients Réguliers
13853.0,52,1,1090.14,Casablanca,2,1,3,213,2,Clients à Risque / Perdus
13854.0,4,39,12253.96,Rabat,1,4,4,144,2,Clients à Risque / Perdus
13855.0,496,4,1310.3400000000001,Fès,4,3,3,433,0,Clients Réguliers
13856.0,164,11,1142.03,Rabat,3,4,3,343,2,Clients à Risque / Perdus
13857.0,389,6,1001.01,Agadir,4,3,3,433,0,Clients Réguliers
13858.0,52,1,216.17,Tanger,2,1,1,211,2,Clients à Risque / Perdus
13859.0,321,2,515.86,Rabat,3,2,2,322,0,Clients Réguliers
13860.0,9,4,926.45,Rabat,1,3,3,133,2,Clients à Risque / Perdus
13861.0,424,2,273.26,Casablanca,4,2,1,421,0,Clients Réguliers
13862.0,13,9,2556.09,Agadir,1,4,4,144,2,Clients à Risque / Perdus
13863.0,243,4,1239.55,Meknès,3,3,3,333,2,Clients à Risque / Perdus
13864.0,382,1,662.4000000000001,Casablanca,4,1,2,412,0,Clients Réguliers
13865.0,53,4,501.56,Marrakech,2,3,2,232,2,Clients à Risque / Perdus
13866.0,69,1,145.67000000000002,Kenitra,2,1,1,211,2,Clients à Risque / Perdus
13867.0,26,3,1015.29,Agadir,1,2,3,123,2,Clients à Risque / Perdus
13868.0,2,2,3192.54,Rabat,1,2,4,124,2,Clients à Risque / Perdus
13869.0,118,10,8111.57,Casablanca,3,4,4,344,2,Clients à Risque / Perdus
13870.0,35,14,5559.33,Kenitra,2,4,4,244,2,Clients à Risque / Perdus
13871.0,18,17,7885.85,Marrakech,1,4,4,144,2,Clients à Risque / Perdus
13872.0,522,3,919.57,Oujda,4,2,3,423,0,Clients Réguliers
13873.0,115,8,1038.92,Casablanca,3,4,3,343,2,Clients à Risque / Perdus
13874.0,353,7,2049.15,Rabat,3,4,3,343,0,Clients Réguliers
13875.0,49,14,4814.37,Meknès,2,4,4,244,2,Clients à Risque / Perdus
13876.0,59,1,122.7,Meknès,2,1,1,211,2,Clients à Risque / Perdus
13877.0,81,3,449.68,Tanger,2,2,2,222,2,Clients à Risque / Perdus
13878.0,50,4,2473.06,Tanger,2,3,4,234,2,Clients à Risque / Perdus
13879.0,641,1,395.5,Casablanca,4,1,2,412,0,Clients Réguliers
13880.0,16,17,4391.66,Casablanca,1,4,4,144,2,Clients à Risque / Perdus
13881.0,6,42,44609.98,Agadir,1,4,4,144,2,Clients à Risque / Perdus
13882.0,7,4,998.05,Oujda,1,3,3,133,2,Clients à Risque / Perdus
13883.0,6,15,6560.02,Casablanca,1,4,4,144,2,Clients à Risque / Perdus
13884.0,2,10,1888.48,Casablanca,1,4,3,143,2,Clients à Risque / Perdus
13885.0,184,2,506.8,Casablanca,3,2,2,322,2,Clients à Risque / Perdus
13886.0,66,1,243.56,Casablanca,2,1,1,211,2,Clients à Risque / Perdus
